"tags","article_url","sender","timestamp","instance_id","subject","id","top_sentence_"
"['chaffetz' 'house versight committee' '4' 'chairman' '2018' 're-election' 'programming alert' 'news channel' 'your world' 'neil cavuto' 'jason chaffetz']","http://video.foxnews.com/v/1241186546001/#sp=watch-live","FoxNews.com","2017-04-19T15:52:23-04:00","","PROGRAMMING ALERT: Rep. Chaffetz appears on ‘Your World With Neil Cavuto’ at 4 pm ET after announcing he won't run in 2018","58f7bffdcd4d740595000111","Rep. Jason Chaffetz the chairman of the House versight committee appears on Your World With Neil Cavuto at 4 pm ET on Fox News Channel after announcing this morning will not seek re-election in 2018."
"['tad cummins' 'safe' 'tennessee' 'california' 'elizabeth thomas' 'investigation confirms' 'teacher caught student' 'cross-country manhunt ends tennessee amber alert' 'amber alert' 'student' 'bureau' 'teen']","http://www.foxnews.com/","FoxNews.com","2017-04-20T13:16:01-04:00","","CROSS-COUNTRY MANHUNT ENDS: Tennessee Amber Alert teacher caught student safe","58f8ecdecd4d740595000122","Tad Cummins accused of kidnapping former student Elizabeth Thomas in Tennessee and sparking an Amber Alert last month has been caught in Northern California and the teen is safe Tennessee Bureau of Investigation confirms."
"['policeman' 'paris' 'shooter' 'dead local media report' 'one' 'attack in paris' 'officer hurt']","http://www.foxnews.com/world/2017/04/20/champs-elysees-shooting-1-police-officer-killed-another-injured-in-paris-incident.html","FoxNews.com","2017-04-20T15:34:00-04:00","","ATTACK IN PARIS: Policeman killed and shooter is dead local media report","58f90d30cd4d74059500012c","One policeman killed and a second officer hurt in Paris shooter is dead local media report."
"['foxnews.com.' 'prime' 'news channel' '350' 'news conference' 'joint news conference' 'house' 'trump' 'rose' 'paolo gentiloni' 'minister' 'garden']","http://www.foxnews.com/politics/2017/04/20/president-trump-italian-prime-minister-paolo-gentiloni-hold-news-conference-watch-live.html","FoxNews.com","2017-04-20T15:35:21-04:00","","WATCH LIVE: President Trump Italian Prime Minister Paolo Gentiloni hold news conference at 3:50 pm ET","58f90d8ecd4d74059500012d","President Trump and Italian Prime Minister Paolo Gentiloni hold a joint news conference in the Rose Garden at the White House."
"['prosecutors' 'paris' 'gunman investigators' 'terror investigation' 'attacker' 'paris terror investigation lone' 'police officer' '2' 'others' 'alone' 'law enforcement officials']","http://www.foxnews.com/world/2017/04/20/champs-lys-es-attack-1-police-officer-killed-2-seriously-injured-in-paris-shooting.html","FoxNews.com","2017-04-20T16:59:46-04:00","","PARIS TERROR INVESTIGATION: Lone attacker was known to law enforcement officials say","58f92162cd4d740595000137","Paris prosecutors open terror investigation into shooting that killed police officer and wounded 2 others before police killed gunman; investigators say the attacker apparently acted alone."
"['amaq' 'others' paris' champs elysees 'paris' 'champs-elysees\\u202c\\u202c attack isis' 'police officer' 'claims responsibility' 'statement' 'news agency' 'isis']","http://www.foxnews.com/world/2017/04/20/paris-attack-1-police-officer-killed-2-seriously-injured-in-shooting-on-famed-champs-lys-es.html","FoxNews.com","2017-04-20T18:00:21-04:00","","CHAMPS-ÉLYSÉES‬‬ ATTACK: ISIS claims responsibility for Paris shooting","58f92f7dcd4d74059500013d","ISIS claims responsibility for the shooting on Paris' Champs Elysees that killed a police officer and left two others gravely wounded in a statement from its Amaq news agency."
"['lethal injection drug midazolam expires' 'legal controversy' 'arkansas execution' 'center' 'murder' 'one' 'inmate' 'inmates' 'arkansas' 'state’s' 'death' 'lee' 'death row inmates' '2005' 'eight' '1993' 'ledell lee' '30' 'state executes']","http://www.foxnews.com/","FoxNews.com","2017-04-21T01:18:06-04:00","","ARKANSAS EXECUTION: State executes one of eight inmates at center of legal controversy","58f9961ccd4d740595000146","Arkansas has executed Ledell Lee the state’s first inmate to be put to death since 2005 for a 1993 murder."
"['balkh' 'military compound' 'province' 'press reported' 'taliban hits base dozens' 'army uniforms' 'responsibility' 'army killed' 'army personnel' 'gunmen' '100' 'afghan' 'official' 'attack' 'taliban']","http://www.foxnews.com/","FoxNews.com","2017-04-22T04:28:18-04:00","","TALIBAN HITS BASE: Dozens in Afghan army killed injured","58fb1438cd4d74059500015b","More than 100 army personnel have been killed or wounded after gunmen wearing army uniforms stormed a military compound in Balkh province The Associated Press reported citing an Afghan official."
"['child star' 'breaking news erin moran' 'sitcoms happy' 'erin moran' 'joanie cunningham' 'happy' 'joanie' '56' 'loves chachi' 'died']","http://www.foxnews.com/","FoxNews.com","2017-04-22T22:23:11-04:00","","BREAKING NEWS: Erin Moran who played Joanie Cunningham in Happy Days dies at 56","58fc1018cd4d740595000160","Erin Moran the former child star who played Joanie Cunningham in the sitcoms Happy Days and Joanie Loves Chachi has died."
"['polls' 'round' 'pen' 'winners' 'french election' 'marine' 'pen macron' 'multiple news agencies' 'emmanuel macron' '7' 'runoff' 'france’s']","http://www.foxnews.com/world/2017/04/23/french-presidential-election-le-pen-macron-projected-as-winners-in-first-round.html","FoxNews.com","2017-04-23T14:42:41-04:00","","FRENCH ELECTION: Le Pen Macron projected as winners in first round","58fcf5aacd4d74059500016f","As France’s polls closed in the first round of presidential voting Sunday Marine Le Pen and Emmanuel Macron were projected by multiple news agencies to advance to a May 7 runoff."
"['reveals' 'complications' 'happy' 'cancer' 'erin moran' 'harrison' 'sheriff’s dept' 'statement' '1970s child actress' 'stage' 'indiana' days' star had cancer 'officials' 'star' 'fox news' 'county' '4']","http://www.foxnews.com/entertainment/2017/04/24/erin-morans-final-days-fellow-former-child-stars-were-trying-to-help.html","FoxNews.com","2017-04-24T12:17:20-04:00","","'HAPPY DAYS' STAR HAD CANCER: 1970s child actress Erin Moran died of cancer Indiana officials say","58fe2513cd4d74059500017f","'Happy Days' star Erin Moran who died on Saturday 'likely succumbed to complications of stage 4 cancer' Harrison County Sheriff’s Dept."
"['members' 'new penalties' 'syria' 'chemical attack' 'sanctions on syria' 'sanctions' 'response' 'dept' '271' 'attack' 'assad' 'white house' 'assets' 'regime' 'white house announces treasury' 'chemical weapons attack']","http://www.foxnews.com/","FoxNews.com","2017-04-24T13:54:26-04:00","","SANCTIONS ON SYRIA: White House imposes new penalties in response to alleged chemical weapons attack","58fe3bdbcd4d740595000185","'s Office of Foreign Assets Control has imposed sanctions on Syria in response to the chemical attack earlier this month specifically freezing the assets of 271 members of the Assad regime suspected of supporting the attack."
"['white house' 'entire' 'korea' 'update' 'rare briefing entire' 'situation' 'senate' 'us senate' 'wh']","http://www.foxnews.com/politics/2017/04/24/trump-discusses-north-korea-tensions-with-asian-leaders.html","FoxNews.com","2017-04-24T14:15:49-04:00","","RARE BRIEFING: Entire Senate called to WH for North Korea update","58fe40ddcd4d740595000187","Entire US Senate has been invited to the White House for a briefing Wednesday on the North Korea situation."
"['pen' 'marine' 'head' 'political spectrum' 'move' 'french' 'front' 'party' 'stepping down' 'supporters' 'presidential candidate marine' 'seat' announces she's]","http://www.foxnews.com/","FoxNews.com","2017-04-24T15:06:37-04:00","","STEPPING DOWN: Marine Le Pen gives up seat as head of French National Front party","58fe4cd8cd4d74059500018a","French presidential candidate Marine Le Pen announces she's temporarily stepping down as head of her National Front party a move seen as trying to bring in more supporters from across the political spectrum."
"['premieres' 'programming alert' 'caitlyn jenner' 'news channel' 'tucker' 'new time' 'mike rowe' 'carlson tonight' '8pm' 'guests']","http://video.foxnews.com/v/1241186546001/#sp=watch-live","FoxNews.com","2017-04-24T19:56:10-04:00","","PROGRAMMING ALERT: 'Tucker Carlson Tonight' premieres at new time of 8pm ET on Fox News Channel","58fe90a3cd4d740595000191","'Tucker Carlson Tonight' premieres at its new time of 8pm ET on Fox News Channel with guests Caitlyn Jenner and Mike Rowe."
"['1995' 'one' 'inmates' 'jack harold jones' 'rape' 'death' 'murder' 'arkansas' 'arkansas executions']","http://www.foxnews.com/","FoxNews.com","2017-04-24T20:41:03-04:00","","ARKANSAS EXECUTIONS: First of two condemned inmates put to death","58fe9b2fcd4d740595000194","Jack Harold Jones one of two Arkansas inmates set to be executed Monday has been put to death for a 1995 rape and murder."
"['9pm' 'news channel' 'programming alert' 'new time' 'five' 'premieres' 'channel']","http://video.foxnews.com/v/1241186546001/#sp=watch-live","FoxNews.com","2017-04-24T20:59:18-04:00","","PROGRAMMING ALERT: ‘The Five’ premieres at new time of 9pm ET on Fox News Channel","58fe9f7ccd4d740595000196","PROGRAMMING ALERT: ‘The Five’ premieres at new time of 9pm ET on Fox News Channel"
"['marcel williams' 'kidnapping rape' 'five' 'us double execution' 'death' 'arkansas executions' '2000' 'arkansas' 'jack jones' 'ledell lee' '1994' 'inmate' 'murder']","http://www.foxnews.com/","FoxNews.com","2017-04-24T23:44:27-04:00","","ARKANSAS EXECUTIONS: State completes first US double execution since 2000","58fec630cd4d740595000198","Marcel Williams has been put to death for a 1994 kidnapping rape and murder."
"['18' 'racetrack' 'nascar star retiring dale earnhardt jr' 'announces' 'season' '2017' 'dale earnhardt jr' 'hendrick motorsports' 'end' 'nascar' 'cup series']","http://www.foxnews.com/","FoxNews.com","2017-04-25T09:23:17-04:00","","NASCAR STAR RETIRING: Dale Earnhardt Jr. to leave the racetrack","58ff4dd6cd4d7405950001a3","Dale Earnhardt Jr. will retire from the NASCAR Cup Series at the end of the 2017 season after 18 years Hendrick Motorsports announces."
"['syria' 'us defense officials confirm' 'turkish jets attack' 'airstrikes' 'iraq' 'us-backed kurdish' very serious.'. 'iraq syria' 'pentagon-backed forces bombed' 'kurds' 'one' 'turkish jets' 'fighters' 'dozen']","http://www.foxnews.com/world/2017/04/25/turkish-jets-bomb-us-backed-forces-in-iraq-syria-us-officials-say.html","FoxNews.com","2017-04-25T12:25:47-04:00","","PENTAGON-BACKED FORCES BOMBED: Turkish jets attack Kurds in Iraq Syria","58ff78a1cd4d7405950001a8","More than a dozen US-backed Kurdish fighters killed in airstrikes from Turkish jets in Syria and Iraq two US defense officials confirm with one outraged official calling it 'very serious.'."
"['number' 'recent weeks' 'secret service' 'randolph alles' 'agency' 'deputy commissioner' 'secret service changes' 'white house announces' 'new agency director' 'white house names' 'new director' 'protection' 'high-profile security incidents' 'customs' 'border']","http://www.foxnews.com/","FoxNews.com","2017-04-25T15:46:23-04:00","","SECRET SERVICE CHANGES: White House names Randolph Alles as new agency director","58ffa7a7cd4d7405950001b0","The White House announces Randolph Alles acting deputy commissioner of Customs and Border Protection as the new director of the Secret Service after the agency has faced a number of high-profile security incidents in recent weeks."
"[trump's 'bid' 'immigration authorities' 'federal judge blocks president' 'judge blocks' 'executive order' 'cities' 'sanctuary cities' 'trump' 'limit cooperation' 'sanctuary city order blocked']","http://www.foxnews.com/","FoxNews.com","2017-04-25T16:33:58-04:00","","SANCTUARY CITY ORDER BLOCKED: Judge blocks Trump bid to cut finding to sanctuary cities","58ffb2cfcd4d7405950001b3","A federal judge blocks President Trump's executive order targeting cities that limit cooperation with immigration authorities."
"['hosts ‘first' 'three' '7' 'trump' 'hears' 'news channel' 'hosts' '100' 'hall' 'programming alert martha maccallum' fox news' martha maccallum 'ohioans' 'town' 'months' 'final first' 'canton ohio' 'channel']","http://video.foxnews.com/v/1241186546001/fox-news-channel/#sp=watch-live","FoxNews.com","2017-04-25T18:51:41-04:00","","PROGRAMMING ALERT: Martha MacCallum hosts ‘First 100 Days Town Hall’ at 7 pm ET on Fox News Channel","58ffd31ccd4d7405950001bc","Fox News' Martha MacCallum hosts the final First 100 Days Town Hall in Canton Ohio at 7 p.m."
"['weapons' 'persian gulf' 'iranian' 'warship' 'guided-missile destroyer' 'revolutionary guard fast attack craft' 'encounter' 'man' 'uss mahan' 'u.s.' 'us navy destroyer' 'course' 'fox news' 'close call in persian gulf' 'officials' 'close encounter' 'danger signal fire flares']","http://www.foxnews.com/","FoxNews.com","2017-04-25T19:07:31-04:00","","CLOSE CALL IN PERSIAN GULF: US Navy destroyer has encounter with Iranian warship","58ffd6cbcd4d7405950001bd","The USS Mahan a guided-missile destroyer had a close encounter with an Iranian Revolutionary Guard fast attack craft in the Persian Gulf Monday and had to alter course sound the danger signal fire flares and man its weapons two U.S. officials tell Fox News."
"['15' 'us history' 'confirms' 'corporate tax rate' 'administration planning ‘biggest tax cut' 'trump' 'biggest tax cut' 'constitute' 'mnuchin' 'steve mnuchin' 'administration aims' 'tax cut coming' 'treasury secretary' 'forthcoming proposal']","http://www.foxnews.com/","FoxNews.com","2017-04-26T09:21:01-04:00","","TAX CUT COMING?: Mnuchin says administration planning ‘biggest tax cut’ in US history","59009ecccd4d7405950001c3","Treasury Secretary Steve Mnuchin confirms Trump administration aims to lower the corporate tax rate to 15 percent saying a forthcoming proposal will constitute the 'biggest tax cut' for Americans in history."
"['director' 'news confirms' 'complications' '73' 'jonathan demme' 'silence' 'cancer' 'jonathan demme oscar-winning' 'movies' 'oscar-winning director dead' 'lambs']","http://www.foxnews.com/","FoxNews.com","2017-04-26T11:50:44-04:00","","OSCAR-WINNING DIRECTOR DEAD: 'Silence of the Lambs' director Jonathan Demme was 73","5900c1efcd4d7405950001c4","Jonathan Demme Oscar-winning director of movies including 'The Silence of the Lambs' has died of complications from cancer at 73 Fox News confirms."
"['predecessors’ designation' 'end' 'trump' 'vows' 'antiquities act' 'obama' these abuses' trump 'interior dept' 'signs executive order' national monuments 'land grab 'large national monuments' 'reverse']","http://www.foxnews.com/","FoxNews.com","2017-04-26T11:58:35-04:00","","'END THESE ABUSES': Trump vows to reverse Obama national monuments 'land grab'","5900c3c6cd4d7405950001c6","'END THESE ABUSES': Trump vows to reverse Obama national monuments 'land grab'"
"['ann coulter' 'speech' 'foundation pulls' speech' coulter news 'there 'threats' 'violence' 'postpone' 'event' 'uc berkeley' 'support' 'cancels' 'berkeley']","http://www.foxnews.com/","FoxNews.com","2017-04-26T12:56:57-04:00","","'NO SPEECH': Coulter cancels Berkeley event","5900d15fcd4d7405950001ca","Ann Coulter tells Fox News 'there will be no speech' at UC Berkeley after Young America's Foundation pulls its support amid threats of violence."
"['trump' 'foxnews.com.' 'chief' 'adviser gary cohn' '130' 'treasury secretary' 'corporate rate' 'economic team' 'tax reforms' 'unveil plans' team trump's tax plan 'steve mnuchin' trump's '15' 'tax proposals']","http://video.foxnews.com/v/5412205987001/#sp=watch-live","FoxNews.com","2017-04-26T13:42:11-04:00","","TEAM TRUMP'S TAX PLAN: President Trump's economic team to unveil plans for sweeping tax reforms","5900dc0fcd4d7405950001cf","Treasury Secretary Steve Mnuchin and Trump Chief Economic Adviser Gary Cohn will lay out the administration's tax proposals including a 15 percent corporate rate."
"['nearby' 'delaware' 'bear' 'convenience store' 'wawa' 'trooper killed shooting' 'died investigators confirm' 'trooper shot']","http://www.foxnews.com/us/2017/04/26/delaware-trooper-shot-police-hunting-for-suspect-in-wawa-store-attack.html","FoxNews.com","2017-04-26T16:59:36-04:00","","TROOPER KILLED: Shooting outside Wawa in Delaware","59010a48cd4d7405950001de","Delaware trooper shot outside Wawa convenience store in Bear has died investigators confirm; suspect barricaded in home nearby."
"[trump's 'administration nears' '45' 'results' 'fox news poll' '100-day milestone' 'trump' 'job he’s doing' 'voters' 'reviews' '100' 'poll']","http://www.foxnews.com/politics/2017/04/26/fox-news-poll-president-trumps-first-100-days-getting-mixed-reviews.html","FoxNews.com","2017-04-26T18:10:23-04:00","","FOX NEWS POLL: President Trump's first 100 days getting mixed reviews","59011ae8cd4d7405950001df","A Fox News Poll taken as the Trump administration nears its 100-day milestone gives the president mixed results with 45 percent of voters approving of the job he’s doing."
