id	subject	timestamp	article_url	sender	instance_id	tags	topsentence
58dc3bcccd4d745b2e000041	News Alert: Who is ‘Source D’? The story of the shadowy figure said to be behind the Trump-Russia dossier’s most salacious claim.	2017-03-29T18:57:01-04:00	https://www.washingtonpost.com/politics/who-is-source-d-the-man-said-to-be-behind-the-trump-russia-dossiers-most-salacious-claim/2017/03/29/379846a8-0f53-11e7-9d5a-a83e627dc120_story.html	The Washington Post		\['american businessman', 'democracy dies', 'possible ties', 'contacts', 'dossier’s', 'indications', 'separate fact', 'russia', 'unproven claims', \dossier's\, 'belarusan', 'challenge', 'trump’s', 'darkness', 'sergei millian’s', 'shadowy figure', 'story', 'fiction', 'investigation', 'mysterious', 'salacious claim', 'bizarre', 'role', 'd', 'lays', 'alert who', 'fbi', 'circle', 'trump-russia', 'outlandish', 'dossier']|Sergei Millian’s role, confirmed by The Post, in the dossier's most attention-grabbing claim lays bare the challenge confronting the FBI as it seeks to separate fact from fiction in the investigation of President Trump’s possible ties to Russia.	
58dc924bcd4d745b2e000050	Politics News Alert: North Carolina lawmakers say they’ve agreed on a deal to repeal the bathroom bill	2017-03-30T01:06:06-04:00	https://www.washingtonpost.com/news/post-nation/wp/2017/03/30/north-carolina-lawmakers-say-theyve-agreed-on-a-deal-to-repeal-the-bathroom-bill/	The Washington Post		['millions', 'public restrooms', 'cost', 'law', 'lgbt', 'bill', 'senate', 'sex', 'compromise', 'lawmakers', 'democracy dies', 'birth certificates', 'they’ve', 'far-reaching provisions', 'minimum-wage standards', 'local ordinances', 'carolina’s', 'pass', 'votes', 'convene', 'carolina', 'gender identities', 'dollars', 'house', 'bathroom bill', 'protections', 'state jobs', 'controversial measure', 'darkness politics', 'provisions', 'repeal']	The proposed bill would repeal the controversial measure that has cost the state jobs and millions of dollars, but it is not clear whether the compromise will be able to gather the votes needed to pass.
58dd0f5ccd4d745b2e000053	News Alert: Trump vows to fight the House Freedom Caucus, the hard-line conservative group that blocked the health-care bill, in 2018 elections	2017-03-30T09:59:35-04:00	https://www.washingtonpost.com/news/post-politics/wp/2017/03/30/trump-says-we-must-fight-hard-line-conservative-freedom-caucus-in-2018-midterm-elections/	The Washington Post		['fight them', 'caucus', 'bloc saying the freedom', '2018', 'hurt', 'alert trump', 'war', 'darkness', 'conservative group', 'fast', 'democracy dies', 'health-care bill', 'elections', 'house freedom', 'hard-line', 'agenda', 'morning tweet', 'trump', 'vows', 'dems']	News Alert: Trump vows to fight the House Freedom Caucus, the hard-line conservative group that blocked the health-care bill, in 2018 elections
58dd44e9cd4d745b2e00005a	News Alert: North Carolina lawmakers, facing economic pressure, vote to repeal a bill restricting bathroom use for transgender people	2017-03-30T13:48:04-04:00	https://www.washingtonpost.com/news/post-nation/wp/2017/03/30/north-carolina-lawmakers-say-theyve-agreed-on-a-deal-to-repeal-the-bathroom-bill/	The Washington Post		['host', 'local governments', 'major companies sports leagues', 'lawmakers', 'jobs', 'entertainers abandon', 'carolina', 'tourism revenue', 'd', 'nondiscrimination ordinances', 'ncaa', 'period', 'heads', 'transgender people', 'darkness', 'gay rights groups', 'economic pressure vote', 'state millions', 'measure', 'compromise', 'repeal', 'roy cooper', 'law', 'three-year ban', 'bill', 'bathroom use', 'cost', 'hundreds', 'legislation', 'so-called bathroom bill', 'democracy dies', 'decision', 'college sports championships', 'original bill', '2022', 'recent such threat', 'gov']	\Lawmakers in North Carolina agreed Thursday to repeal the state's so-called \bathroom bill,\ a costly and highly criticized law that has cost the state millions in lost tourism revenue as well as hundreds of jobs.
58dd4586cd4d745b2e00005b
58df2bd8cd4d745b2e00008f	Sports News Alert: At women’s Final Four, Mississippi State upsets U-Conn. in overtime, ending the Huskies’ 111-game winning streak	2017-04-01T00:25:46-04:00	https://www.washingtonpost.com/news/sports/wp/2017/04/01/at-womens-final-four-mississippi-state-upsets-u-conn-in-overtime-ending-the-huskies-111-game-winning-streak/	The Washington Post		['stanford', 'sports', 'women’s', 'final four mississippi', 'overtime', 'mississippi', 'tonight', 'democracy dies', 'huskies', 'carolina', '111-game', 'u-conn', 'state upsets', 'bulldogs', '66-64', 'streak', 'darkness', 'national championship']	Sports News Alert: At women’s Final Four, Mississippi State upsets U-Conn. in overtime, ending the Huskies’ 111-game winning streak
58dfde4fcd4d745b2e000097	Trending Now: How Stephen Bannon, architect of anti-globalist policies, got rich as a global capitalist	2017-04-01T13:07:09-04:00	https://www.washingtonpost.com/politics/stephen-k-bannon-architect-of-antiglobalist-policies-got-rich-as-a-global-capitalist/2017/03/31/47382082-0a8b-11e7-a15f-a58d4a988474_story.html	The Washington Post		['investment banker', 'saudi', 'banks', '1990s', 'prince', 'asia.” democracy dies', '1980s', 'fiery populist', 'architect', 'alternative reality', 'darkness trending now', 'anti-globalist policies', 'class', 'stephen bannon', 'middle class', 'trending now', 'global capitalist', 'bannon', 'globalists']	As an investment banker in the 1980s and 1990s, Bannon represented a Saudi prince, received financing from Japanese and French banks, and lived in what looks like an alternative reality from the fiery populist of today who recently declared that “globalists gutted the American working class and created a middle class in Asia.” Democracy Dies in Darkness Trending Now.
58e070fdcd4d745b2e0000a0	Sports News Alert: NCAA Final Four: Tar Heels escape the Ducks with a 77-76 win to join the Bulldogs in Monday night's finale	2017-04-01T23:32:47-04:00	https://www.washingtonpost.com/news/sports/wp/2017/03/30/ncaa-final-four-preview-sizing-up-south-carolina-gonzaga-and-oregon-unc/	The Washington Post		['finale', 'democracy dies', 'bulldogs', 'night', 'carolina', '77-76', 'alert ncaa final four tar heels', 'sports', 'ducks', 'gonzaga', 'stage', 'darkness', 'national champion']	Sports News Alert: NCAA Final Four: Tar Heels escape the Ducks with a 77-76 win to join the Bulldogs in Monday night's finale
58e181b7cd4d745b2e0000a6	News Alert: Here's how the DEA spent years trying to build case against a drugmaker in the fight against the opioid epidemic	2017-04-02T18:56:52-04:00	https://www.washingtonpost.com/graphics/investigations/dea-mallinckrodt/	The Washington Post		['discussions', 'manufacturers', 'nation’s', '35', 'wrongdoing', 'company', 'drugmaker', 'dea', 'darkness', 'instead', 'proposal', 'investigations', 'four', 'democracy dies', 'legal action', 'five', 'states', 'six', 'government', 'fight', 'addictive generic painkiller oxycodone', 'opioid epidemic', 'tentative settlement', 'federal prosecutors', 'confidential', 'mallinckrodt', 'one']	After six years and four investigations that spanned five states, the government has taken no legal action against Mallinckrodt, one of the nation’s largest manufacturers of the highly addictive generic painkiller oxycodone.
58e195fccd4d745b2e0000a8	News Alert: South Carolina defeats conference rival Mississippi State to win its first NCAA women's title	2017-04-02T20:23:22-04:00	https://www.washingtonpost.com/news/sports/wp/2017/04/02/south-carolina-defeats-conference-rival-mississippi-state-to-win-its-first-ncaa-womens-title/	The Washington Post		['gamecocks', 'school', 'basketball', 'national championship', 'morgan william', 'defense', 'victory', 'bulldogs', 'check', 'title', 'ncaa', 'defeats conference', 'carolina', 'darkness', 'mississippi', 'democracy dies', '67-55']	The Gamecocks defense kept Morgan William and the Bulldogs in check, pulling away for a 67-55 victory that secured the school its first basketball national championship.
